id,lat,lng,expected_load,load,status
pole_0,28.666360057250827,76.96321349693278,113.07635625191224,118.12312726032168,normal
pole_1,28.62924797179614,77.04767708091521,147.80830476386564,160.09091000009687,normal
pole_2,28.854272121219218,77.27751543103682,241.69022223812206,247.7960050467017,normal
pole_3,28.703847940039154,76.96925654546551,227.56999216934736,358.76780082281454,normal
pole_4,28.634981242429237,77.00114999129346,134.22452495772774,124.53297985956509,normal
pole_5,28.57584946839683,76.81303811647403,137.7734041694566,142.69274598952612,normal
pole_6,28.796084444117202,77.24518840427507,243.75513546174582,236.0561161439074,normal
pole_7,28.8291326655126,77.33215184211248,54.47735096297697,53.34936070538442,normal
pole_8,28.626859940885538,77.22601687197826,244.32469520035082,261.30922730923044,normal
pole_9,28.560856383668575,76.90118333100929,176.18581937728942,193.63201434492058,normal
pole_10,28.65082218595035,77.00455275594594,58.50493087228501,62.720457585032854,normal
pole_11,28.598374504820853,76.92826362345023,244.53883063597655,268.48567723287346,normal
pole_12,28.496515593027848,77.29416840458299,249.1694727560226,271.8338767025603,normal
pole_13,28.53776863905518,76.89734562863097,132.48901547044977,123.77552509401274,normal
pole_14,28.7603162267466,77.04300957034873,208.98716226808557,213.6230407058228,normal
pole_15,28.67233093241978,77.3701235247434,59.44508989687376,106.4435542506237,normal
pole_16,28.862759205489482,77.05648075303178,219.54323907324357,577.6708583872174,normal
pole_17,28.41801589735175,77.00160384698012,219.8636634681665,236.88325480015914,normal
pole_18,28.448282098231733,77.02634107935569,61.43521430407341,61.43139243141456,normal
pole_19,28.714976527650247,76.96141186060115,171.6736020647856,158.92911076004992,normal
pole_20,28.85799723529346,76.80607498531334,186.0451600610229,201.90554569907596,normal
pole_21,28.589761047675903,77.1072123326498,225.42453670453293,206.123075456954,normal
pole_22,28.74743239727283,77.3787956286281,150.86058305904044,138.09957643002585,normal
pole_23,28.869050739541766,77.00211507032934,232.46284592375508,220.23412799787053,normal
pole_24,28.410155032498547,77.3800378310894,128.1103190619017,218.249311742037,normal
pole_25,28.668300013697905,77.09350600598789,141.52760348290772,146.44747692898014,normal
pole_26,28.64610068233748,77.35482734504714,85.32303632024909,92.07766788614566,normal
pole_27,28.75995583128626,76.93861800397794,197.47509278577934,203.0942091638694,normal
pole_28,28.48054511812881,77.35147906691874,59.88143663152741,64.11599526591237,normal
pole_29,28.42736077764365,76.87849093309485,191.05201893429242,186.40827770462414,normal
pole_30,28.639489557623488,76.90164258148087,104.17225699781558,95.29963834671965,normal
pole_31,28.47889716669906,76.87971507265004,243.54726228292805,263.87501370194985,normal
pole_32,28.537286845857952,77.34102694756207,182.76444901637626,180.75430129992478,normal
pole_33,28.896136074475802,77.20753305432378,166.17212033856254,165.863507325575,normal
pole_34,28.69428893403409,76.853201568557,135.41632971146544,147.14562324325212,normal
pole_35,28.411794298457625,77.27800872203531,151.6206774050503,161.06354530157643,normal
pole_36,28.866205510792295,77.0423002270282,170.18647675369738,180.28452951653898,normal
pole_37,28.647960176404293,76.97379166106012,139.2243814493038,142.1656466377362,normal
pole_38,28.65478577767526,76.88020728193149,202.00798200700575,210.69366502122705,normal
pole_39,28.544766698231534,77.33546777399965,153.27843274326432,148.758468330609,normal
pole_40,28.880043210302972,76.87070391668502,135.90979447104783,132.58664873090865,normal
pole_41,28.615682988480945,76.98944745728019,152.21316867929895,139.0118418796513,normal
pole_42,28.572683562718787,77.15720911955229,124.68688777456443,136.72757041244748,normal
pole_43,28.45781509923046,77.32820997118947,111.56639811717115,107.70768380679651,normal
pole_44,28.77286666412239,77.10453658148569,135.74229691086526,126.94701505778283,normal
pole_45,28.645239247885154,77.02749448121563,60.236252985944105,57.31023315147773,normal
pole_46,28.531881267190663,77.29809257983865,214.3322795784502,214.23923585336502,normal
pole_47,28.82979592496034,77.12703435528343,52.06034824783059,52.93508849328377,normal
pole_48,28.504768079610013,77.29430066063897,110.53369327551614,312.77215101144355,normal
pole_49,28.738349903879982,76.87589344690332,130.32818705518127,124.41710747661982,normal
pole_50,28.681984687601986,76.92236716566927,189.94674097790474,192.71909544785527,normal
pole_51,28.419893720404797,77.11647788158868,114.69342101179359,108.96331844558254,normal
pole_52,28.599913551738936,76.99496002984392,249.96177386530343,242.39626039801274,normal
pole_53,28.86846534506204,77.39072432267888,98.93111859959865,89.35941735943035,normal
pole_54,28.78794009040606,77.25190729385709,223.01240537691544,234.15935655657472,normal
pole_55,28.72519593069288,76.94938995610839,228.8129439918964,206.2086587829049,normal
pole_56,28.50495025604648,77.05268196374091,124.05888603015474,127.35668775679802,normal
pole_57,28.562803551050877,76.98577630532034,234.14029670038028,234.55201771150155,normal
pole_58,28.77307964197831,77.08299415920415,113.72621668925098,107.39330867695695,normal
pole_59,28.89834524879366,76.90444952250866,140.7933214906139,240.2502128530446,normal
pole_60,28.590536733366292,76.84251345293654,245.73487437994584,232.31432102438447,normal
pole_61,28.549732114558918,77.30975385794225,64.63998928305588,60.033918745428124,normal
pole_62,28.669825881630363,77.07271293510605,191.7726400332275,188.59422908899515,normal
pole_63,28.84968005367445,76.89038946182185,119.26818079447013,122.12237247021729,normal
pole_64,28.760001253472137,76.87554471341583,79.65735813719073,85.01132270006673,normal
pole_65,28.400803291329964,77.34295698288902,237.05055319534236,681.7909486582497,normal
pole_66,28.87910369261593,77.29116333859082,213.25929898439432,207.7867082579077,normal
pole_67,28.566648197502023,77.13511516844181,111.07700010230018,102.21460621715016,normal
pole_68,28.534402806752187,77.3110340378382,228.06752408240138,234.89609404246102,normal
pole_69,28.579147081256206,77.04390799220054,63.170717392332534,62.63585451129345,normal
pole_70,28.848032290522738,77.3357576997949,227.28599845440306,216.85506591250154,normal
pole_71,28.66939965263337,77.3685452026641,158.92242689403378,160.4685537666435,normal
pole_72,28.533586097588813,77.0001059276749,85.49665748055105,83.08126889299993,normal
pole_73,28.46981273402272,77.33411848235107,127.3557312500077,128.3661427336781,normal
pole_74,28.434568616972207,77.31884401150249,161.58070941981444,167.8357570959761,normal
pole_75,28.778304854108516,76.87049008112815,153.34870867832274,161.0287246644541,normal
pole_76,28.573281892976677,77.19175381430257,145.93562988569954,159.35741469529464,normal
pole_77,28.439259880634932,76.86588117070657,202.26975926021612,186.65420680569244,normal
pole_78,28.441368712816395,77.30292762725787,134.17227089883636,134.38780185041577,normal
pole_79,28.77618201765048,77.07765870059981,176.25843969308266,175.06145383615248,normal
pole_80,28.629016146805334,76.86664048511987,164.84778173274862,148.91581933126764,normal
pole_81,28.472061199752236,76.9952541846543,233.94149993464995,216.50992829800947,normal
pole_82,28.764014010133806,76.91554644724758,173.04510766644495,172.92943013318904,normal
pole_83,28.803093929978516,77.39303502519456,242.64260476702609,228.47946072357502,normal
pole_84,28.623224501453475,77.28151806003392,111.14015755769171,109.40167573770177,normal
pole_85,28.603491217794726,76.9151638139944,244.69306190521834,255.77733936840292,normal
pole_86,28.49915466396318,77.19537782622592,165.25633023758263,156.28180958182952,normal
pole_87,28.77653540456283,77.24791929400124,51.87448216088648,48.757631967070175,normal
pole_88,28.621785010645645,76.85871931369824,69.35438109425016,187.97033927091525,normal
pole_89,28.76153490804723,77.15134370877999,85.48055099107623,89.38219581753665,normal
pole_90,28.87825361876652,77.24754945875505,241.97995376760417,244.87263219536294,normal
pole_91,28.67653239693376,77.25093780511325,107.18765390548337,117.44329545838009,normal
pole_92,28.56350511446376,77.03585255397313,203.18431967228258,219.35850964775818,normal
pole_93,28.603050300383405,77.36684607252387,210.4137222424228,212.72899509414643,normal
pole_94,28.613987609654714,76.98954253966372,62.288028116401904,57.95423424914138,normal
