id,lat,lng,expected_load,load,status
pole_0,28.58727005942368,77.02418449108002,232.4995777474926,229.34611611910472,normal
pole_1,28.875357153204956,76.99974725773885,96.12799889967789,106.8295427988607,normal
pole_2,28.7659969709057,76.90569234750171,136.65992359247156,144.98831899504103,normal
pole_3,28.699329242098518,77.16436000206089,215.82015921445455,219.47483638496243,normal
pole_4,28.47800932022122,77.08597449630518,170.52233613111997,168.80695647741297,normal
pole_5,28.4779972601681,77.3194205953944,234.64275965872346,240.64590796362208,normal
pole_6,28.429041806084097,76.81926574828923,290.3019753057149,284.63467711046263,normal
pole_7,28.833088072887467,77.18632075653308,79.13667192879937,84.51954850502067,normal
pole_8,28.700557505871604,77.25776932710694,227.39192909951524,519.4387098194713,normal
pole_9,28.75403628889802,77.25569194151299,107.58603890802863,106.82931023478223,normal
pole_10,28.4102922471479,77.33164438025732,153.6191818518923,159.31511341864618,normal
pole_11,28.884954926080997,77.2374202456977,58.215681448784956,55.97957580146571,normal
pole_12,28.81622132040021,77.35668603698862,83.97684557317473,77.65141758268356,normal
pole_13,28.506169555339138,76.99959395989254,129.94432226222492,134.8341473272245,normal
pole_14,28.490912483603548,77.10192565005093,135.49645132199623,135.07023667629895,normal
pole_15,28.491702254926714,76.80844779796973,274.89630411552395,277.90520713201727,normal
pole_16,28.552121121479768,76.80417455238197,235.45322731662878,244.5576602744258,normal
pole_17,28.66237821581612,76.94407597227091,293.04574204676027,289.43447168477877,normal
pole_18,28.615972509321058,76.86048431828345,199.76787758381013,199.05098005961025,normal
pole_19,28.54561457009902,76.95612682076145,110.4284330228295,118.27660554571807,normal
pole_20,28.70592644736119,76.90622597671704,131.9137574804107,135.25741613468713,normal
pole_21,28.469746930326018,76.81711201490319,129.95898082299178,126.46006710196879,normal
pole_22,28.54607232426761,77.34558248784363,131.6235819158129,126.84849339811551,normal
pole_23,28.583180921646843,76.80493387883334,218.2410432779539,215.6006400774372,normal
pole_24,28.628034992108518,77.24164928660225,182.70198202260406,265.2506934615799,normal
pole_25,28.792587980696506,76.89128873215171,146.3560445216611,147.54278511910874,normal
pole_26,28.499836891079177,77.34733777319977,87.27244218217915,87.66461471816714,normal
pole_27,28.657117219206803,77.33567756375393,55.534790735536475,56.93097950691323,normal
pole_28,28.69620728443102,77.19234068782156,104.70866939692314,100.50460538912424,normal
pole_29,28.423225206359998,77.20334048988036,76.86785099217032,76.51368145454404,normal
pole_30,28.703772425950717,76.80320348518181,246.36125771305984,236.08275884327875,normal
pole_31,28.485262061843645,77.39092293966817,78.12448945347134,78.84952104027818,normal
pole_32,28.432525796492637,77.32669956214549,231.05705932670904,236.93426255148836,normal
pole_33,28.874442768626665,77.33706373543806,146.41467244402065,139.29094289728974,normal
pole_34,28.882816016537276,77.19554672223053,68.344597435944,70.7617385891813,normal
pole_35,28.804198674058227,77.00687215719272,253.18251235789646,250.12744059909363,normal
pole_36,28.552306884586685,77.33618918945429,194.90764255915335,198.92014832762018,normal
pole_37,28.44883605700319,76.97491015689072,108.94037821589326,109.73361547195465,normal
pole_38,28.74211651325608,77.13762692600532,273.670293583167,275.6938141464692,normal
pole_39,28.6200762468698,76.85983858340633,61.314578467637865,61.63869796141507,normal
pole_40,28.46101911742239,77.35317337807966,100.45490204944073,107.0965610813625,normal
